Gender,Age,Height_In_Inches,Weight_In_Pounds,BMI
Male,31,65.51929,105.4043,17.26310003
Male,19,64.22112,122.1174,20.81711888
Male,21,68.40603,150.925,22.67624995
Male,24,69.56163,123.3559,17.92335266
Female,34,67.46141,117.9935,18.2282963
Female,22,68.266,127.4658,19.23019052
Female,21,68.42049,121.1324,18.1922655
Male,24,69.04014,111.9708,16.51582522
Female,24,65.70868,118.8838,19.35869228
Female,23,68.69094,140.3001,20.9053713
Male,26,67.58203,107.7908,16.59273791
Female,31,67.96774,143.9946,21.91489382
Female,31,71.24135,129.6411,17.95879735
Female,33,74.53177,148.9104,18.8469459
Female,32,69.37864,126.2731,18.4441269
Female,18,68.04482,126.3811,19.19069997
Female,28,67.08413,112.2697,17.53968551
Female,27,69.8465,140.0139,20.17811902
Male,19,68.47258,122.6694,18.39507999
Male,28,69.22349,147.1694,21.59281983
Female,35,70.28184,140.9463,20.0616319
Male,32,68.46274,121.7866,18.26794844
Female,35,69.79407,141.3766,20.40512725
Male,21,66.20276,104.9661,16.83820117
Female,25,70.02323,140.4403,20.13753428
Female,34,66.34719,102.2607,16.33287045
Male,21,70.93105,119.3693,16.68086983
Female,19,67.07399,139.5754,21.8121975
Male,31,68.01914,112.0903,17.03352695
Female,35,65.41192,125.2607,20.58258247
Male,32,71.2216,123.3636,17.09867299
Female,35,66.74059,135.5989,21.4030126
Female,21,68.02875,132.7304,20.16435083
Male,31,66.73831,128.1593,20.23012381
Male,28,68.07886,138.9164,21.07306925
Female,18,66.99909,126.4922,19.81183771
Male,19,67.20527,132.5174,20.62837747
Male,32,69.77337,135.0577,19.50467751
Female,22,66.20442,115.7721,18.57072096
Female,35,67.30239,133.8636,20.77783774
Male,21,68.57852,135.4695,20.25182356
Female,20,66.73086,116.8306,18.44599077
Female,21,68.00682,128.9038,19.59564706
Male,32,69.37003,139.0499,20.31541695
Female,27,67.2224,121.3802,18.885072
Male,29,65.97446,120.8874,19.52666936
Male,27,70.2156,147.6645,21.0575432
Female,23,67.40851,146.4429,22.65884086
Male,25,68.66789,116.5181,17.37339975
Female,32,66.08879,114.1458,18.3739766
Female,25,66.07614,120.7651,19.44692502
Female,20,64.72674,127.4027,21.38011257
Female,29,70.24309,121.0725,17.25190739
Male,27,69.61605,135.4832,19.65465902
Female,18,69.53558,118.5909,17.24392105
Female,31,67.77965,138.1189,21.13748395
Male,20,69.42103,117.8366,17.19083298
Male,34,67.7796,135.983,20.81064012
Male,34,69.30757,145.4359,21.28673737
Female,27,69.86274,126.7733,18.26145554
Female,21,68.89855,136.1884,20.17059815
Male,31,68.94814,105.388,15.58636625
Male,24,69.39665,117.966,17.2218049
Male,26,66.81162,118.2279,18.62150572
Female,33,68.93064,118.6825,17.56147089
Male,21,67.38426,148.594,23.00822791
Male,27,67.23841,118.3111,18.39879777
Male,35,69.44922,122.5776,17.8679691
Male,22,67.83063,132.731,20.28240679
Female,21,67.59685,128.0565,19.70368858
Female,29,66.08314,116.8418,18.81116623
Female,29,66.21851,129.637,20.78590736
Male,28,64.22634,113.0611,19.27017605
Male,20,67.52918,132.2682,20.39253963
Female,26,70.79121,129.9765,18.23496738
Female,25,68.24515,126.9731,19.16756573
Male,27,67.4663,125.8276,19.43573418
Male,31,66.25985,138.3646,22.15761025
Female,22,68.08759,132.0304,20.02335458
Male,28,68.9402,133.3423,19.72521237
Female,29,70.37038,138.2626,19.63015599
Female,25,70.20339,137.6673,19.63873233
Female,23,68.87917,117.3348,17.38800878
Male,27,69.55395,139.2316,20.23452622
Female,26,69.01521,128.4133,18.95479985
Male,25,71.8127,151.5781,20.66487448
Male,22,68.19593,127.1534,19.22250084
Male,22,66.75139,123.746,19.5258238
Male,29,69.40605,128.4936,18.75364381
Female,30,67.44816,140.1632,21.66170389
Female,27,69.79599,139.6795,20.15907275
Female,24,67.36436,140.8901,21.82825029
Female,25,66.2882,100.3062,16.04922809
Female,29,66.67257,120.0443,18.98654641
Female,34,64.30305,108.1925,18.3963996
Female,31,66.17464,115.9334,18.6133362
Female,20,66.08382,128.3405,20.66199592
Female,27,68.71515,120.8681,17.99722397
Male,25,66.75669,116.2148,18.33456765
Male,24,69.13698,140.5356,20.67113703
Male,22,66.84936,116.9535,18.39998799
Female,20,68.04148,113.2556,17.19930927
Female,35,71.09941,120.904,16.81541149
Female,34,69.16735,124.7664,18.33556065
Female,30,67.93999,132.0277,20.11003953
Male,19,70.80801,126.0434,17.67478564
Male,34,68.77673,132.1985,19.64908378
Female,28,66.49326,128.5167,20.43634085
Male,23,68.32296,118.1762,17.7989957
Male,31,66.36915,120.7832,19.27848244
Female,27,67.74228,110.9634,17.00039296
Male,25,66.64565,123.7642,19.5907132
Female,34,67.76652,113.787,17.42051955
Male,26,66.27923,122.9582,19.67892688
Female,27,68.97438,122.827,18.15168965
Male,19,65.42178,112.1659,18.4253165
Male,21,68.77366,140.1915,20.83896916
Male,33,66.74425,129.3251,20.41051355
Female,35,67.83703,127.2593,19.44261617
Female,32,70.52264,146.0748,20.64985473
Male,30,63.33985,102.0817,17.88927155
Male,25,65.77131,112.8459,18.34051914
Female,30,63.33113,95.95417,16.82008564
Male,27,68.66471,123.5617,18.42534033
Male,18,66.038,110.9574,17.88822594
Female,29,67.49786,131.6653,20.31843009
Male,29,70.45489,151.614,21.47414332
Female,18,69.2108,116.8245,17.14687636
Male,33,69.93152,142.0998,20.42896454
Male,27,67.29039,115.1226,17.87529931
Female,21,68.71912,143.4301,21.35423148
Female,30,67.7235,114.9802,17.62556689
Female,32,67.21014,121.7322,18.94674869
Male,33,65.42839,111.4876,18.31019303
Male,29,65.97892,122.5452,19.79177404
Male,33,65.71652,120.607,19.63460749
Male,23,69.01353,113.2377,16.71557728
Male,35,66.30592,118.0936,18.88515594
Female,27,64.07452,139.9216,23.96143721
Female,20,67.95057,132.93,20.24117037
Female,31,69.10557,149.6609,22.0333772
Male,35,69.2587,136.2841,19.9753935
Male,21,69.04627,123.7546,18.25070857
Male,20,67.04789,136.4177,21.33532764
Female,21,69.71079,128.8631,18.64349754
Female,35,68.73038,119.3241,17.75944956
Female,34,68.02931,127.2642,19.33360954
Male,30,68.47687,127.8631,19.17150695
Male,29,63.76287,112.4485,19.44539534
Male,35,66.45604,133.1168,21.19155253
Male,25,68.57569,143.4643,21.44876521
Male,29,67.23705,129.0392,20.06795804
Male,22,69.88206,132.1693,19.02821353
Female,29,67.071,128.6312,20.10368089
Female,27,67.47845,125.0172,19.3036038
Male,35,65.5576,112.7,18.43642231
Male,26,70.48939,129.9018,18.38088798
Female,19,67.44928,121.8513,18.83104211
Male,25,70.54974,118.2128,16.69830898
Female,18,66.36418,119.3701,19.05578817
Male,28,72.07034,136.4478,18.46937587
Female,20,65.30345,123.9503,20.43497706
Female,35,69.14943,141.3192,20.7789111
Female,32,67.5947,115.7894,17.81731826
Female,19,65.43432,124.2937,20.4097062
Female,23,68.7959,131.2416,19.49598702
Female,32,66.04025,129.139,20.81799144
Female,31,65.99257,105.2183,16.98634815
Female,25,66.44247,117.9539,18.78536296
Female,24,67.05255,128.7431,20.13224416
Female,18,65.59692,127.598,20.84854707
Male,33,66.8759,109.1189,17.15376767
Female,23,69.70111,147.8201,21.3920757
Male,33,69.33248,131.029,19.16429204
Female,24,67.65704,104.6366,16.07150162
Female,32,72.5178,142.1602,19.00586364
Female,30,67.23206,134.8625,20.97670126
Male,33,67.16066,127.2396,19.8331277
Female,21,71.11926,147.0918,20.44621052
Female,20,68.43035,124.8597,18.74664642
Male,34,67.96799,121.7029,18.52212868
Female,30,67.9709,133.9997,20.39184911
Male,35,69.63523,132.2697,19.17790503
Male,35,70.56403,128.5002,18.14411858
Male,25,69.49503,132.1904,19.24381827
Male,18,69.61369,120.1962,17.43814368
Male,20,68.79938,116.6928,17.33300393
Female,31,70.50328,143.8129,20.34126809
Male,30,68.839,139.0026,20.62303799
Female,23,67.97668,132.1352,20.10469323
Male,31,68.20536,128.2957,19.38982607
Female,24,66.29363,126.9897,20.31532249
Female,31,70.20538,132.2909,18.87069981
Male,19,68.51074,139.2417,20.85695114
Male,21,69.37313,132.8006,19.40065005
Female,26,67.25235,137.5721,21.38524655
Female,27,68.53141,135.5661,20.29413717
Female,20,66.71224,108.9156,17.20591867
Female,34,70.16523,139.0179,19.85297708
Female,23,65.26932,120.7947,19.93556402
Female,30,67.47538,131.3843,20.28857839
Male,27,67.22561,120.1531,18.69236706
Female,34,65.2012,127.7629,21.12965505
Male,26,66.39543,116.2256,18.53635101
Male,24,68.12343,126.8031,19.21036789
Male,19,69.13139,133.561,19.64843242
Male,30,70.23493,125.7225,17.91865981
Male,22,70.25478,132.2171,18.83365865
Male,20,67.92429,130.3329,19.86107116
Female,20,69.04275,113.957,16.80752125
Female,25,69.80063,145.7116,21.02685239
Female,18,73.59392,145.5716,18.89694533
Male,18,67.11675,135.7574,21.18851395
Male,24,71.01122,146.1389,20.37561424
Male,20,68.54828,122.1607,18.2783594
Female,27,72.9157,137.3991,18.16940113
Male,34,68.2669,120.1299,18.12297851
Female,28,65.47726,110.3392,18.09454471
Male,25,68.72643,119.8404,17.83834272
Female,21,67.49232,125.4319,19.35967716
Male,20,69.04149,116.7796,17.22445528
Female,26,67.87733,116.6834,17.80567318
Female,22,65.88089,108.9088,17.64179948
Female,32,67.08886,123.5117,19.2932814
Female,31,69.89331,121.8301,17.53404868
Female,33,66.07076,122.2608,19.69098549
Male,31,63.1255,83.08527,14.6592988
Male,27,69.10227,130.6785,19.24058783
Female,30,69.30746,129.188,18.90867219
Male,21,68.63514,111.791,16.68447775
Male,26,66.90576,125.7039,19.74333703
Female,21,66.40921,104.361,16.6372073
Female,24,66.82802,142.1577,22.37958477
Male,25,68.67406,124.6569,18.58359359
Female,20,68.57752,146.3214,21.87475113
Male,21,63.91658,113.9444,19.60942014
Female,32,67.52736,120.8998,18.64081361
Male,35,66.99923,133.2951,20.87725451
Female,32,73.10762,151.6868,19.95360275
Female,35,65.41171,110.589,18.17187537
Male,19,66.51066,133.2151,21.17238409
Male,19,65.90544,115.406,18.68033605
Male,21,68.26643,129.7587,19.57586339
Male,26,66.21749,117.7252,18.87655907
Male,28,67.99234,133.4281,20.29206056
Male,26,69.45781,134.1714,19.55314421
Male,23,66.57296,125.5804,19.92163375
Male,20,68.25112,128.0135,19.32124157
Male,35,70.78463,134.7647,18.91023997
Male,33,69.95923,139.5936,20.05276617
Male,18,66.94828,126.0413,19.77119184
Male,31,69.04615,124.2771,18.32782796
Female,31,67.87132,122.0944,18.63468164
Female,20,66.68897,128.9492,20.38494088
Female,33,67.36195,122.3824,18.96218975
Male,18,67.38427,122.8404,19.02054646
Male,31,69.18894,142.5893,20.9417228
Male,29,64.4579,106.3788,18.00120618
Male,27,67.21365,108.0763,16.81954843
Male,20,66.51021,130.011,20.66342386
Male,21,67.87792,127.064,19.38939666
Female,18,63.85158,96.09962,16.57208673
Male,21,68.6259,111.0985,16.58558953
Female,24,66.61841,131.7656,20.87432023
Female,31,69.87679,126.6121,18.23090146
Female,26,68.4256,130.75,19.63375163
Female,29,68.64769,137.4465,20.50598586
Male,21,65.79737,111.0351,18.03192293
Female,28,69.32167,130.0449,19.02629016
Male,23,64.28708,99.82706,16.98242498
Female,34,68.73761,113.9191,16.95143676
Male,21,66.34093,100.5991,16.07051551
Female,30,63.36476,110.7614,19.39508431
Male,23,66.92565,109.6505,17.21171889
Male,29,67.5644,116.5703,17.95357289
Female,24,68.20122,120.2027,18.16890524
Female,25,69.76635,146.4205,21.14991881
Male,25,68.90652,112.0078,16.58541934
Male,18,68.6201,126.8121,18.93463009
Male,27,69.94478,128.5573,18.47502137
Male,19,67.30571,118.2689,18.35547221
Male,19,68.7004,129.2788,19.25784135
Female,27,69.04428,144.3998,21.29658683
Female,34,70.25829,129.6662,18.46845037
Male,23,67.40106,134.1122,20.75552186
Female,18,63.90675,120.7712,20.79068227
Female,27,67.42646,124.5909,19.26745834
Female,26,66.48308,129.5826,20.61214796
Female,18,66.46453,125.1114,19.91204347
Female,27,66.09807,113.2875,18.23069643
Male,31,67.80615,125.4137,19.17810237
Female,25,66.45649,106.8881,17.01583955
Female,21,70.64068,121.9356,17.17985923
Male,35,68.65328,117.6621,17.55144336
Female,32,68.21735,122.932,18.57265887
Female,19,68.12082,138.7471,21.02146622
Female,23,70.45755,130.7421,18.51651303
Male,23,64.20227,124.2804,21.19828364
Male,26,68.2472,127.8725,19.30217744
Male,30,66.31546,119.0874,19.03860241
Female,18,67.86215,121.1058,18.48879202
Male,33,71.50512,126.6515,17.41545727
Male,18,68.87788,139.7284,20.70732344
Male,20,63.38823,116.9479,20.46322132
Female,34,69.89458,138.0427,19.86667878
Male,31,69.55338,121.8668,17.7111904
Female,34,65.94774,133.6787,21.61032026
Female,20,64.55693,115.8225,19.53916588
Female,32,69.70535,119.1882,17.24645583
Male,26,68.43069,152.1767,22.84783994
Male,27,70.25476,131.7454,18.76647805
Female,33,66.73714,118.4245,18.69412754
Male,26,68.18349,142.1478,21.49713146
Female,34,66.93941,128.5959,20.17725979
Female,19,68.91044,142.8254,21.1462921
Male,35,68.55855,132.8311,19.86896961
Female,33,67.25909,132.5905,20.6067384
Male,29,68.77574,130.3178,19.37010699
Male,20,70.20287,132.4583,18.89592979
Female,32,66.89939,144.4917,22.69851309
Male,30,68.70055,123.2849,18.36488796
Male,34,64.56145,98.8972,16.68154488
Female,31,65.36307,114.7964,18.89131582
Male,34,69.02579,131.297,19.37451569
Male,20,68.73548,129.1464,19.21848675
Female,18,68.45184,147.7846,22.17469991
Female,28,70.03827,138.7756,19.89029009
Female,32,69.43668,115.9697,16.91085097
Male,32,67.75642,131.3101,20.10925832
Male,30,67.09518,104.3434,16.29600552
Female,31,69.44113,134.5996,19.62497148
Female,34,65.31594,106.6611,17.57788097
Male,26,66.23984,97.1995,15.57486551
Female,24,69.66832,127.8876,18.52493041
Female,21,68.30287,117.9635,17.77741326
Male,18,69.74892,125.5452,18.14362086
Male,22,68.86359,128.1226,18.99526024
Female,27,70.15607,144.7042,20.67042732
Male,26,69.08296,127.4722,18.77899862
Male,18,69.54769,148.9234,21.64693172
Male,22,67.63519,130.3102,20.02773362
Male,26,70.94505,138.8221,19.39158175
Male,28,67.87195,149.4365,22.80735158
Male,33,70.08887,133.1303,19.0536252
Male,21,68.86421,125.0711,18.54251564
Male,29,67.03635,124.2948,19.44603505
Female,20,68.82239,119.6967,17.76730266
Male,27,65.78144,121.6553,19.76619636
Female,33,71.3988,129.6586,17.88209206
Female,26,68.9189,124.0676,18.36456014
Male,26,70.73217,138.1571,19.4150301
Female,31,68.58674,129.2295,19.31435307
Female,26,68.3355,129.1787,19.44898676
Male,23,68.77664,138.2098,20.5426162
Male,32,66.37615,122.9051,19.61302633
Male,27,67.82355,120.0348,18.34615091
Female,32,65.57359,107.7067,17.61098397
Male,34,66.22392,122.5205,19.6416431
Female,32,69.39296,132.2173,19.30439885
Male,20,65.7936,105.584,17.14863807
Female,25,68.52896,127.998,19.16256873
Male,30,70.02405,138.9673,19.92585623
Female,34,64.47165,110.3828,18.67078852
Female,31,66.51439,111.0706,17.6508944
Male,30,70.71387,128.3836,18.05091253
Female,26,67.99508,129.7427,19.729986
Male,33,67.12896,130.9687,20.43367599
Male,21,66.49532,139.3133,22.15181128
Male,18,66.65253,103.9121,16.4449163
Female,21,66.86219,107.2551,16.86768885
Female,22,68.53173,133.5063,19.98560011
Female,18,70.09165,134.6921,19.27562109
Male,30,67.21762,127.3762,19.82078497
Male,23,69.05463,130.5581,19.24939302
Male,20,66.8343,105.8407,16.65914544
Female,21,68.21604,119.0602,17.98839528
Male,22,69.75765,118.3588,17.1007711
Female,28,66.53552,138.7161,22.03020727
Male,25,69.73079,152.3984,22.03586283
Male,27,68.52431,98.28103,14.71564088
Male,27,70.33681,134.8282,19.1608259
Female,25,69.79829,126.6311,18.27467396
Female,34,66.93887,130.979,20.55151019
Female,21,67.80361,134.8236,20.61859693
Female,20,67.01016,136.7692,21.41439556
Female,25,66.25075,123.4614,19.77645398
Male,25,69.19803,132.8687,19.50895685
Female,34,66.88022,126.7582,19.92413617
Male,26,67.43797,132.67,20.50985431
Male,26,67.57019,127.192,19.58611679
Female,31,71.11033,145.6761,20.25451003
Male,33,67.29559,129.9961,20.18161593
Male,18,65.67411,133.6584,21.78746436
Male,23,68.44396,134.0367,20.11649405
Male,18,69.77301,136.3172,19.68677434
Male,23,66.02325,115.9951,18.70874562
Female,26,68.21951,109.6113,16.55910885
Female,23,68.29645,126.0144,18.9942758
Female,33,63.71439,122.1264,21.15111761
Female,34,67.27049,124.5827,19.35563307
Male,22,71.46156,132.6211,18.25855754
Male,26,70.88619,127.9719,17.90565337
Male,28,66.85743,126.4804,19.89402675
Female,34,67.23335,141.0636,21.94038704
Male,33,67.5131,131.9657,20.35559445
Male,22,63.61518,107.139,18.61336491
Female,29,71.75464,156.2319,21.33381666
Female,21,67.33053,135.7821,21.05800764
Female,23,65.95774,127.8589,20.66323214
Female,35,70.41131,149.8413,21.24934302
Male,29,66.07726,117.709,18.95415562
Female,35,70.07685,153.5634,21.98555328
Male,22,64.57652,125.8364,21.21562519
Male,34,66.59604,126.2811,20.01890733
Female,32,67.18612,128.9279,20.0810589
Male,26,66.91835,129.4116,20.31802931
Male,22,64.44608,103.521,17.52404139
Male,18,66.83193,117.5062,18.49658701
Male,21,67.04792,125.6464,19.65071037
Female,31,71.64536,122.4384,16.77028067
Female,24,67.73576,99.74502,15.28459831
Male,35,67.77866,130.9258,20.03724937
Female,18,68.9358,127.2358,18.82428584
Female,34,68.20864,143.309,21.65676125
Female,31,69.18802,119.5174,17.55367916
Female,33,68.78726,123.945,18.41670003
Female,31,67.36554,127.386,19.73535458
Male,34,69.43737,126.2871,18.41498154
Female,33,69.70857,126.5658,18.31229791
Male,30,68.67371,129.9913,19.37903247
Female,21,66.89449,113.1405,17.7760893
Male,22,68.14729,124.0205,18.77565609
Female,28,67.48872,128.3561,19.81312384
Female,20,64.89796,112.7778,18.82609957
Male,25,70.79517,133.642,18.74711883
Female,27,68.87325,146.9941,21.78700702
Male,19,68.05693,111.02,16.85215084
Female,33,69.86323,149.4407,21.52634993
Female,18,69.15358,129.065,18.9748335
Male,21,68.93099,117.0109,17.31394811
Male,31,68.7218,134.5512,20.03075627
Female,33,70.19345,131.3116,18.73737463
Female,27,68.41169,137.9051,20.71660155
Male,24,68.8736,135.5056,20.08401326
Female,20,67.37003,129.7164,20.0937146
Female,18,67.95264,132.5607,20.18370754
Male,33,66.29079,129.0103,20.6403387
Male,31,67.06639,143.1561,22.37684337
Female,18,69.25165,137.7726,20.19767721
Female,24,68.02403,127.4718,19.36815388
Female,31,68.92726,130.0261,19.24187242
Female,22,70.55532,131.9945,18.64211262
Female,35,64.73622,110.5326,18.54362071
Male,21,66.13126,121.0599,19.46191358
Male,32,64.92283,102.8549,17.1565091
Male,22,65.28612,104.5026,17.23789383
Male,33,69.37795,136.1519,19.88747305
Male,32,65.71341,112.0802,18.24818658
Female,31,69.75999,140.1723,20.25108068
Female,20,68.66104,141.8174,21.14986444
Male,27,69.06878,146.3358,21.56680642
Male,24,65.98122,137.0717,22.13634629
Male,34,67.9508,132.0453,20.10632152
Female,28,66.1459,117.1214,18.82041601
Male,34,67.10296,113.8506,17.77668561
Female,31,69.44096,127.7445,18.62557128
Male,21,70.24038,147.5274,21.02315089
Female,20,70.89693,140.8109,19.69609992
Male,35,67.45924,117.4689,18.14842068
Male,27,70.90294,143.8781,20.12171672
Female,28,65.82491,126.3494,20.50177485
Female,34,64.16934,112.0675,19.13477512
Female,19,67.40368,109.3832,16.92708722
Male,19,68.62357,110.3801,16.47946058
Male,25,67.77926,110.8057,16.95771295
Female,33,68.74367,113.0626,16.82102143
Male,20,66.44597,120.8244,19.24049227
Female,24,66.98669,129.6223,20.30960654
Female,20,68.61334,110.3751,16.48362829
Male,31,65.2038,116.4099,19.25054045
Male,18,68.16669,147.874,22.37413386
Female,20,68.33529,129.8376,19.54831008
Male,31,67.59977,125.9471,19.37744707
Female,27,66.00638,120.3,19.41299848
Male,35,68.25275,140.0211,21.13255462
Female,32,68.21327,115.3108,17.42332632
Female,20,66.91254,126.6126,19.88202973
Male,24,65.65432,121.643,19.84080693
Male,27,68.31559,119.5309,18.00691715
Male,33,68.30178,125.0544,18.84663227
Male,32,68.495,125.988,18.88035977
Male,20,73.02684,139.7916,18.42955644
Female,27,65.52875,102.465,16.77685693
Male,29,67.19343,122.9788,19.15029432
Male,22,67.89328,117.09,17.85932535
Female,30,68.77062,145.2039,21.58595292
